project_name,url,ticker_exchange,share_price,shares_out,cash_payments
Novo Resources Corp.,https://app.mininghub.com/article/30145,NVO:CA,0.10,354.63m,
Barbwire Terrace Project,https://app.mininghub.com/article/85087,ASX:BRU,$0.036,671.35m,
Barlee Project,https://app.mininghub.com/article/92920,ASX:DKM,$0.12,122.41m,
Beaconsfield Project,https://app.mininghub.com/article/69140,ASX:FG1,$0.03,164.14m,
Beebynganna Hills Project,https://app.mininghub.com/article/82270,ASX:SPR,$2.16,877.58m,"{'cash_payment': 'A$1,250,000', 'keyword_locations': '- Found \'cashflows\' on page 1, bottom of page: ""The fully integrated mining, logistics and port operations we have established in the Mid-West continue to demonstrate we can unlock value from previously stranded ore bodies and deliver exceptional cashflows, profits, and outstanding return on investment.""\n  - Context: ""Since 2020, we have mined more than six million tonnes of high-quality iron ore products from our Iron Ridge Iron Ore Mine, generating more than $800 million in revenues. We are currently preparing to commence mining in the nearby Beebyn-W11 deposit. The fully integrated mining, logistics and port operations we have established in the Mid-West continue to demonstrate we can unlock value from previously stranded ore bodies and deliver exceptional cashflows, profits, and outstanding return on investment. “In 2025 we expect to increase annualised production from 1.3 million tonnes to 4 million tonnes and have confidence our excellent regional infrastructure has significant capacity to support further growth.""\n- Found \'Cash\' on page 3, middle of page: ""Cash consideration of A$250,000 and a milestone payment of A$1,000,000 upon the extraction and sale of 1,000,000 tonnes of iron ore from the area of E51/1681.""\n  - Context: ""The Company has agreed binding terms with Spartan Resources Limited to acquire E51/1681 on the following terms: • Cash consideration of A$250,000 and a milestone payment of A$1,000,000 upon the extraction and sale of 1,000,000 tonnes of iron ore from the area of E51/1681. • E51/1681 is acquired subject to the gold and other rights held by E79 Exploration Pty Ltd (E79) and is conditional on the parties entering into a deed of covenant in respect of the mineral rights sharing agreement and E51/1681 whereby E79 holds all mineral rights in the tenement save as for the iron ore and ferrous mineral rights which shall be held by Fenix.""\n- Found \'payment\' on page 3, middle of page: ""Cash consideration of A$250,000 and a milestone payment of A$1,000,000 upon the extraction and sale of 1,000,000 tonnes of iron ore from the area of E51/1681.""\n  - Context: ""The Company has agreed binding terms with Spartan Resources Limited to acquire E51/1681 on the following terms: • Cash consideration of A$250,000 and a milestone payment of A$1,000,000 upon the extraction and sale of 1,000,000 tonnes of iron ore from the area of E51/1681. • E51/1681 is acquired subject to the gold and other rights held by E79 Exploration Pty Ltd (E79) and is conditional on the parties entering into a deed of covenant in respect of the mineral rights sharing agreement and E51/1681 whereby E79 holds all mineral rights in the tenement save as for the iron ore and ferrous mineral rights which shall be held by Fenix.""\n- Found \'cash\' on page 7, bottom of page: ""Fenix is proud to have a strong indigenous representation in the Company\'s workforce and to be in partnership with leading local and national service providers.""\n  - Context: ""The Company is led by a proven team with deep mining and logistics experience and benefits from strategic alliances and agreements with key stakeholders, including the Wajarri Yamaji people who are the Traditional Custodians of the land on which Fenix is currently operating. Fenix is focused on promoting opportunities for local businesses and the community. The Company has generated more than 200 local jobs. Fenix is proud to have a strong indigenous representation in the Company\'s workforce and to be in partnership with leading local and national service providers. We acknowledge the Wajarri Yamaji people as the Traditional Custodians of the land our Iron Ridge Project is located on. We pay our respects to elders and leaders past, present and emerging.""'}"
Belara Project,https://app.mininghub.com/article/71103,ASX:BRX,$0.105,85.23m,"{'cash_payment': 'A$2 million', 'keyword_locations': None}"
Bencubbin Project,https://app.mininghub.com/article/56668,ASX:CY5,$0.078,291.56m,"{'cash_payment': 'A$4,039,000', 'keyword_locations': '- Found \'cash\' on page 2, middle: ""At the end of the quarter, Cygnus held $5.4m (March 2023: $8.9m) in cash, $0.2m in cash on deposit, $0.5m of listed investments and no debt""\n    - Context: ""Post quarter-end, the Company confirmed that milestone 1 of the earn-in agreement with Stria Lithium had been met, resulting in Cygnus now owning 51% of Pontax. At the end of the quarter, Cygnus held $5.4m (March 2023: $8.9m) in cash, $0.2m in cash on deposit, $0.5m of listed investments and no debt. The stock was issued to Stria Lithium in lieu of a cash payment, resulting in more funding being available for the upcoming summer exploration program""\n- Found \'cash\' on page 2, middle: ""The stock was issued to Stria Lithium in lieu of a cash payment, resulting in more funding being available for the upcoming summer exploration program""\n    - Context: ""At the end of the quarter, Cygnus held $5.4m (March 2023: $8.9m) in cash, $0.2m in cash on deposit, $0.5m of listed investments and no debt. The stock was issued to Stria Lithium in lieu of a cash payment, resulting in more funding being available for the upcoming summer exploration program. Cygnus Managing Director, David Southam, said: “It was another highly successful quarter for Cygnus, with our best intercept at Pontax and the successful and safe completion of our winter drilling program, which saw three diamond drill rigs working.""\n- Found \'cash\' on page 12, top: ""As of 30 June 2023, Cygnus held $5.4 million in cash (March 2023: $8.9 million) and $0.2 million in cash on deposit.""\n    - Context: ""CORPORATE\\nCash Position and Movements\\nAs of 30 June 2023, Cygnus held $5.4 million in cash (March 2023: $8.9 million) and $0.2 million in cash on deposit. For further movements in cash during the quarter, refer to Appendix 5B. Appendix 1 contains the financial analysis of selected items within the Appendix 5B.""\n- Found \'cash\' on page 45, middle: ""Cash flows from operating activities""\n    - Context: ""1.\\nCash flows from operating activities\\n1.1\\nReceipts from customers\\n1.2\\nPayments for\\n(a) exploration & evaluation (if expensed)""\n- Found \'cash\' on page 45, middle: ""Net cash from / (used in) operating activities""\n    - Context: ""1.8\\nOther (refundable tax payments)\\n1.9\\nNet cash from / (used in) operating activities\\n(880)\\n(2,097)\\n2.\\nCash flows from investing activities""\n- Found \'cash\' on page 45, middle: ""Cash flows from investing activities""\n    - Context: ""1.9\\nNet cash from / (used in) operating activities\\n(880)\\n(2,097)\\n2.\\nCash flows from investing activities\\n2.1\\nPayments to acquire:\\n(a) entities""\n- Found \'cash\' on page 46, top: ""Consolidated statement of cash flows""\n    - Context: ""Mining exploration entity or oil and gas exploration entity quarterly cash flow report\\nConsolidated statement of cash flows\\nCurrent\\nYear to date\\nquarter\\n(6 months)\\n$A\'000\\n$A\'000\\n(c) property, plant and equipment""\n- Found \'cash\' on page 46, middle: ""Cash flows from financing activities""\n    - Context: ""2.6\\nNet cash from / (used in) investing activities\\n(4,426)\\n(7,948)\\n3.\\nCash flows from financing activities\\n3.1\\nProceeds from issues of equity securities (excluding\\nconvertible debt securities)""\n- Found \'cash\' on page 46, bottom: ""Net increase / (decrease) in cash and cash equivalents for the period""\n    - Context: ""3.10\\nNet cash from / (used in) financing activities\\n1,806\\n1,806\\n4.\\nNet increase / (decrease) in cash and cash\\nequivalents for the period\\n4.1\\nCash and cash equivalents at beginning of period""\n- Found \'cash\' on page 46, bottom: ""Cash and cash equivalents at beginning of period""\n    - Context: ""4.\\nNet increase / (decrease) in cash and cash\\nequivalents for the period\\n4.1\\nCash and cash equivalents at beginning of period\\n8,866\\n13,531\\n4.2\\nNet cash from / (used in) operating activities (item 1.9\\nabove)""\n- Found \'cash\' on page 46, bottom: ""Effect of movement in exchange rates on cash held""\n    - Context: ""4.4\\nNet cash from / (used in) financing activities\\n(item 3.10 above)\\n1,806\\n1,806\\n4.5\\nEffect of movement in exchange rates on cash held\\n(19)\\n55\\n4.6\\nCash and cash equivalents at end of period¹""\n- Found \'cash\' on page 46, bottom: ""Cash and cash equivalents at end of period¹""\n    - Context: ""4.5\\nEffect of movement in exchange rates on cash held\\n(19)\\n55\\n4.6\\nCash and cash equivalents at end of period¹\\n5,347\\n5,347\\nASX Listing Rules Appendix 5B (01/12/19)""\n- Found \'cash\' on page 47, top: ""Reconciliation of cash and cash equivalents""\n    - Context: ""5.\\nReconciliation of cash and cash\\nCurrent quarter\\nPrevious quarter\\nequivalents\\n$A\'000\\n$A\'000\\nat the end of the quarter (as shown in the\\nconsolidated statement of cash flows) to the\\nrelated items in the accounts""\n- Found \'cash\' on page 47, top: ""Bank balances""\n    - Context: ""at the end of the quarter (as shown in the\\nconsolidated statement of cash flows) to the\\nrelated items in the accounts\\n5.1\\nBank balances\\n5,347\\n8,866\\n5.2\\nCall deposits""\n- Found \'cash\' on page 47, top: ""Call deposits""\n    - Context: ""5.1\\nBank balances\\n5,347\\n8,866\\n5.2\\nCall deposits\\n-\\n-\\n5.3\\nBank overdrafts""\n- Found \'cash\' on page 47, top: ""Cash and cash equivalents at end of quarter (should equal item 4.6 above)""\n    - Context: ""5.4\\nOther (provide details)\\n-\\n-\\n5.5\\nCash and cash equivalents at end of\\nquarter (should equal item 4.6 above)\\n5,347\\n8,866\\n6.\\nPayments to related parties of the entity and their""\n- Found \'cash\' on page 48, top: ""Estimated cash available for future operating activities""\n    - Context: ""8.\\nEstimated cash available for future operating activities\\n$A\'000\\n8.1\\nNet cash from / (used in) operating activities (Item 1.9)\\n(880)\\n8.2\\nCapitalised exploration & evaluation (Item 2.1(d))""\n- Found \'cash\' on page 48, middle: ""Does the entity expect that it will continue to have the current level of net operating cash flows for the time being and, if not, why not?""\n    - Context: ""8.7\\nEstimated quarters of funding available (Item 8.6 divided by\\nItem 8.3)\\n1.11\\n8.8\\nIf Item 8.7 is less than 2 quarters, please provide answers to the following questions:\\n1.\\nDoes the entity expect that it will continue to have the current level of net operating\\ncash flows for the time being and, if not, why not?""\n- Found \'cash\' on page 48, middle: ""Has the entity taken any steps, or does it propose to take any steps, to raise further cash to fund its operations and, if so, what are those steps and how likely does it believe that they will be successful?""\n    - Context: ""Answer: Yes\\n2.\\nHas the entity taken any steps, or does it propose to take any steps, to raise further\\ncash to fund its operations and, if so, what are those steps and how likely does it\\nbelieve that they will be successful?\\nAnswer: Capital raisings are considered by the Board of Directors on an ongoing basis.""\n- Found \'cash\' on page 48, bottom: ""Answer: Cash and working capital commitments are monitored on an ongoing basis with additional capital raised or expenditure patterns altered to ensure ongoing operations are adequately funded.""\n    - Context: ""3.\\nDoes the entity expect to be able to continue its operations and to meet its business\\nobjectives and, if so, on what basis?\\nAnswer: Cash and working capital commitments are monitored on an ongoing basis with\\nadditional capital raised or expenditure patterns altered to ensure ongoing\\noperations are adequately funded.\\nCompliance statement""\n- Found \'cash\' on page 49, top: ""This quarterly cash flow report and the accompanying activity report provide a basis for informing the market about the entity\'s activities for the past quarter, how they have been financed and the effect this has had on its cash position.""\n    - Context: ""Notes\\n1.\\nThis quarterly cash flow report and the accompanying activity report provide a basis for informing the market about the\\nentity\'s activities for the past quarter, how they have been financed and the effect this has had on its cash position. An\\nentity that wishes to disclose additional information over and above the minimum required under the Listing Rules is\\nencouraged to do so.""\n- Found \'cash\' on page 49, top: ""Dividends received may be classified either as cash flows from operating activities or cash flows from investing activities, depending on the accounting policy of the entity.""\n    - Context: ""2.\\nIf this quarterly cash flow report has been prepared in accordance with Australian Accounting Standards, the definitions\\nin, and provisions of, AASB 6: Exploration for and Evaluation of Mineral Resources and AASB 107: Statement of Cash\\nFlows apply to this report. If this quarterly cash flow report has been prepared in accordance with other accounting\\nstandards agreed by ASX pursuant to Listing Rule 19.11A, the corresponding equivalent standards apply to this report.\\n3.\\nDividends received may be classified either as cash flows from operating activities or cash flows from investing activities, depending on the accounting policy of the entity.""\n- Found \'cash\' on page 49, bottom: ""the financial records of the entity have been properly maintained, that this report complies with the appropriate accounting standards and gives a true and fair view of the cash flows of the entity, and that their opinion has been formed on the basis of a sound system of risk management and internal control which is operating effectively.""\n    - Context: ""If this report has been authorised for release to the market by your board of directors and you wish to hold yourself out as\\ncomplying with recommendation 4.2 of the ASX Corporate Governance Council\'s Corporate Governance Principles and\\nRecommendations, the board should have received a declaration from its CEO and CFO that, in their opinion, the financial\\nrecords of the entity have been properly maintained, that this report complies with the appropriate accounting standards\\nand gives a true and fair view of the cash flows of the entity, and that their opinion has been formed on the basis of a\\nsound system of risk management and internal control which is operating effectively.""\n- Found \'payment\' on page 2, middle: ""The stock was issued to Stria Lithium in lieu of a cash payment, resulting in more funding being available for the upcoming summer exploration program""\n    - Context: ""At the end of the quarter, Cygnus held $5.4m (March 2023: $8.9m) in cash, $0.2m in cash on deposit, $0.5m of listed investments and no debt. The stock was issued to Stria Lithium in lieu of a cash payment, resulting in more funding being available for the upcoming summer exploration program. Cygnus Managing Director, David Southam, said: “It was another highly successful quarter for Cygnus, with our best intercept at Pontax and the successful and safe completion of our winter drilling program, which saw three diamond drill rigs working.""\n- Found \'payment\' on page 12, middle: ""The C$2 million payment to Stria upon achievement was made through the issue of CY5 shares (refer to Cygnus\' ASX announcement dated 6 July 2023), demonstrating the cooperation between the companies and the mutual cross ownership.""\n    - Context: ""Shares Issued to Stria Lithium\\nAs outlined earlier in this report, Cygnus met its first milestone of the earn-in agreement with Stria Lithium on the Pontax Lithium Project after spending C$4 million on exploration activities. The C$2 million payment to Stria upon achievement was made through the issue of CY5 shares (refer to Cygnus\' ASX announcement dated 6 July 2023), demonstrating the cooperation between the companies and the mutual cross ownership. For and on behalf of the Board.""\n- Found \'payment\' on page 14, middle: ""This represents cumulative payments of Australian and Canadian GST and other state and provincial taxes that are refundable to the Company in future periods.""\n    - Context: ""1.8\\nOther (refundable\\ntax payments)\\nThis represents cumulative payments of Australian and Canadian GST\\nand other state and provincial taxes that are refundable to the\\nCompany in future periods.\\n2.1(b)\\nPayments to\\nacquire\\ntenements""\n- Found \'payment\' on page 14, middle: ""During the quarter Cygnus completed payment of C$275,000 in payments to the registered holders of certain Canadian project areas as required under the terms of the related Option Agreements.""\n    - Context: ""2.1(b)\\nPayments to\\nacquire\\ntenements\\nDuring the quarter Cygnus completed payment of C$275,000 in\\npayments to the registered holders of certain Canadian project areas\\nas required under the terms of the related Option Agreements.\\n2.1(c)\\nProperty plant\\nand equipment""\n- Found \'payment\' on page 14, bottom: ""Payments ($270,069) relate to the Managing Director and Non-Executive Directors salaries and superannuation.""\n    - Context: ""6.1\\nAggregate\\namount of\\npayments to\\nrelated parties\\nand their\\nassociates\\nPayments ($270,069) relate to the Managing Director and Non-\\nExecutive Directors salaries and superannuation.\\nCygnus Metals Limited""\n- Found \'payment\' on page 45, middle: ""Payments for""\n    - Context: ""1.1\\nReceipts from customers\\n-\\n-\\n1.2\\nPayments for\\n(a) exploration & evaluation (if expensed)\\n-\\n-""\n- Found \'payment\' on page 45, middle: ""Payments to acquire:""\n    - Context: ""2.\\nCash flows from investing activities\\n2.1\\nPayments to acquire:\\n(a) entities\\n-\\n-\\n(b) tenements""\n- Found \'payment\' on page 45, middle: ""Payments to establish security deposits""\n    - Context: ""2.4\\nDividends received (see note 3)\\n-\\n-\\n2.5\\nPayments to establish security deposits\\n(129)\\n(129)\\n2.6\\nNet cash from / (used in) investing activities""\n- Found \'payment\' on page 47, middle: ""Payments to related parties of the entity and their associates""\n    - Context: ""5.5\\nCash and cash equivalents at end of\\nquarter (should equal item 4.6 above)\\n5,347\\n8,866\\n6.\\nPayments to related parties of the entity and their\\nassociates\\nCurrent quarter\\n$A\'000""\n- Found \'payment\' on page 47, middle: ""Aggregate amount of payments to related parties and their associates included in item 1""\n    - Context: ""6.\\nPayments to related parties of the entity and their\\nassociates\\nCurrent quarter\\n$A\'000\\n6.1\\nAggregate amount of payments to related parties and their\\nassociates included in item 1\\n270\\n6.2\\nAggregate amount of payments to related parties and their""\n- Found \'payment\' on page 47, middle: ""Aggregate amount of payments to related parties and their associates included in item 2""\n    - Context: ""6.1\\nAggregate amount of payments to related parties and their\\nassociates included in item 1\\n270\\n6.2\\nAggregate amount of payments to related parties and their\\nassociates included in item 2\\n-\\nPayments relate to executive director salaries and superannuation for corporate activities, and non-executive""\n- Found \'payment\' on page 47, bottom: ""Payments relate to executive director salaries and superannuation for corporate activities, and non-executive director fees.""\n    - Context: ""6.2\\nAggregate amount of payments to related parties and their\\nassociates included in item 2\\n-\\nPayments relate to executive director salaries and superannuation for corporate activities, and non-executive\\ndirector fees.\\nNote: if any amounts are shown in items 6.1 or 6.2, your quarterly activity report must include a description of,""\n- Found \'payment\' on page 49, top: ""This quarterly cash flow report and the accompanying activity report provide a basis for informing the market about the entity\'s activities for the past quarter, how they have been financed and the effect this has had on its cash position.""\n    - Context: ""Notes\\n1.\\nThis quarterly cash flow report and the accompanying activity report provide a basis for informing the market about the\\nentity\'s activities for the past quarter, how they have been financed and the effect this has had on its cash position. An\\nentity that wishes to disclose additional information over and above the minimum required under the Listing Rules is\\nencouraged to do so.""\n- Found \'payment\' on page 49, top: ""Dividends received may be classified either as cash flows from operating activities or cash flows from investing activities, depending on the accounting policy of the entity.""\n    - Context: ""2.\\nIf this quarterly cash flow report has been prepared in accordance with Australian Accounting Standards, the definitions\\nin, and provisions of, AASB 6: Exploration for and Evaluation of Mineral Resources and AASB 107: Statement of Cash\\nFlows apply to this report. If this quarterly cash flow report has been prepared in accordance with other accounting\\nstandards agreed by ASX pursuant to Listing Rule 19.11A, the corresponding equivalent standards apply to this report.\\n3.\\nDividends received may be classified either as cash flows from operating activities or cash flows from investing activities, depending on the accounting policy of the entity.""'}"
Q2 Metals Corp.,https://app.mininghub.com/article/31988,QTWO:CA,0.47,147.81m,
Bindi Project,https://app.mininghub.com/article/93123,ASX:INF,$0.02,462.59m,"{'cash_payment': '$50,000', 'keyword_locations': '- Found \'payment\' on page 1, bottom of page: ""Acquisition required modest upfront consideration with payment weighted to shared success of exploration.""\n- Found \'cash\' on page 7, bottom of page: ""The agreement to acquire the Highland projects has been structured to incentive exploration success and reward for both parties (Schedule 2), with a modest upfront payment, predominantly comprising Infinity shares ($50,000 cash and 10,000,000 Ordinary Shares in Infinity (initially approximately 2.5% of issued capital), therefore maximising the allocation of funds to exploration.""\n- Found \'payment\' on page 7, bottom of page: ""The agreement to acquire the Highland projects has been structured to incentive exploration success and reward for both parties (Schedule 2), with a modest upfront payment, predominantly comprising Infinity shares ($50,000 cash and 10,000,000 Ordinary Shares in Infinity (initially approximately 2.5% of issued capital), therefore maximising the allocation of funds to exploration.""\n- Found \'payment\' on page 9, middle of page: ""Initial Payment (for 100%) - $50,000 cash and 10,000,000 ordinary shares in Infinity Lithium Corporation Limited (ASX.INF).""\n- Found \'cash\' on page 9, middle of page: ""Initial Payment (for 100%) - $50,000 cash and 10,000,000 ordinary shares in Infinity Lithium Corporation Limited (ASX.INF).""'}"
Bingara Project,https://app.mininghub.com/article/87544,ASX:CMO,$0.017,126.39m,"{'cash_payment': '$300,000', 'keyword_locations': '- Found \'cash\' on page 1, middle: ""Cosmo funded for initial exploration at Bingara and Nundle with the intention of undertaking a fully underwritten 4 for 5 Non-Renounceable Entitlements Offer (Entitlement offer) to raise ~$1.6M (before costs)""\n  - Context: ""Initial work includes a geophysical survey and geological mapping to identify and prioritise drill targets, including those underlying and along strike from historic workings, to enable maiden drilling to commence in line with receipt of regulatory approvals Cosmo funded for initial exploration at Bingara and Nundle with the intention of undertaking a fully underwritten 4 for 5 Non-Renounceable Entitlements Offer (Entitlement offer) to raise ~$1.6M (before costs) Major shareholder Great Boulder Resources has committed to take up its entitlement (~19.1%) and the CMO Board have committed to $110,000 in sub-underwriting""\n- Found \'payment\' on page 13, middle: ""a) Payment of a non-refundable exclusivity fee of $50,000 (exclusive of GST) in cash to the Seller within 5 Business Days of the execution of the HoA (Exclusivity Payment).""\n  - Context: ""Key terms of the acquisition are outlined below: 1. Consideration Subject to satisfaction (or waiver) of the conditions, the consideration payable by the Company for the acquisition is comprised of: a) Payment of a non-refundable exclusivity fee of $50,000 (exclusive of GST) in cash to the Seller within 5 Business Days of the execution of the HoA (Exclusivity Payment). b) At completion of the acquisition (Completion):""\n- Found \'cash\' on page 13, middle: ""a) Payment of a non-refundable exclusivity fee of $50,000 (exclusive of GST) in cash to the Seller within 5 Business Days of the execution of the HoA (Exclusivity Payment).""\n  - Context: ""Key terms of the acquisition are outlined below: 1. Consideration Subject to satisfaction (or waiver) of the conditions, the consideration payable by the Company for the acquisition is comprised of: a) Payment of a non-refundable exclusivity fee of $50,000 (exclusive of GST) in cash to the Seller within 5 Business Days of the execution of the HoA (Exclusivity Payment). b) At completion of the acquisition (Completion):""\n- Found \'Payment\' on page 13, middle: ""i. Payment of $250,000 (exclusive of GST) in cash to the seller (Completion Cash Consideration).""\n  - Context: ""b) At completion of the acquisition (Completion): i. Payment of $250,000 (exclusive of GST) in cash to the seller (Completion Cash Consideration). ii. Payment of $450,000 by the issue of 30,000,000 fully paid ordinary shares in the capital of Cosmo (Cosmo Shares) at a deemed issue price of $0.015 (Completion Consideration Shares).""\n- Found \'cash\' on page 13, middle: ""i. Payment of $250,000 (exclusive of GST) in cash to the seller (Completion Cash Consideration).""\n  - Context: ""b) At completion of the acquisition (Completion): i. Payment of $250,000 (exclusive of GST) in cash to the seller (Completion Cash Consideration). ii. Payment of $450,000 by the issue of 30,000,000 fully paid ordinary shares in the capital of Cosmo (Cosmo Shares) at a deemed issue price of $0.015 (Completion Consideration Shares).""\n- Found \'Payment\' on page 13, bottom: ""iii. Issue of a total of 96,666,667 performance shares convertible to Cosmo Shares in two tranches (Performance Shares) that will vest and convert to ordinary shares on meeting the following milestones (collectively the Deferred Consideration Shares): i. Payment of $450,000 by the issue of 30,000,000 Cosmo Shares (on conversion of 30,000,000 Performance shares) at a deemed issue price of $0.015, which vest upon receipt of written confirmation from the Department of Primary Industries and Regional Development – NSW Resources (or equivalent) of the renewal of the Nundle tenement and Newco becoming the 100% legal and beneficial owner of all of the Tenements. ii. Payment of $1,000,000 by the issue of 66,666,667 Cosmo Shares (on conversion of the 66,666,667 Performance shares) at a deemed issue price of $0.015, which vest upon the earlier of the commencement of a maiden drilling program over any of the Tenements or 31 December 2025.""\n  - Context: ""ii. Payment of $450,000 by the issue of 30,000,000 Cosmo Shares (on conversion of 30,000,000 Performance shares) at a deemed issue price of $0.015, which vest upon receipt of written confirmation from the Department of Primary Industries and Regional Development – NSW Resources (or equivalent) of the renewal of the Nundle tenement and Newco becoming the 100% legal and beneficial owner of all of the Tenements. iii. Payment of $1,000,000 by the issue of 66,666,667 Cosmo Shares (on conversion of the 66,666,667 Performance shares) at a deemed issue price of $0.015, which vest upon the earlier of the commencement of a maiden drilling program over any of the Tenements or 31 December 2025. c) The issue of the Completion Consideration Shares and the Deferred Consideration Shares is subject to the approval of Cosmo\'s shareholders in general meeting for the purposes of Listing Rule 7.1.""\n- Found \'Payments\' on page 14, top: ""3. Contingent Payments Subject to the satisfaction of various project related milestones, Cosmo will pay to the Seller the following:""\n  - Context: ""2. Voluntary Escrow The Completion Consideration Shares will be subject to a voluntary escrow period of 6 months from the date of issue. If the Performance Phares vest and convert, the resulting Deferred Consideration Shares will be subject to a voluntary escrow period of 12 months from the date of Completion. 3. Contingent Payments Subject to the satisfaction of various project related milestones, Cosmo will pay to the Seller the following:""\n- Found \'payment\' on page 14, middle: ""This can be reduced to a 1% NSR by the payment of $500,000 to the Seller.""\n  - Context: ""b) Post Completion, Cosmo has undertaken to use its best endeavours to expend at least $1,000,000 of exploration expenditure on the projects in the 12 months immediately following Completion. The Seller will retain a net smelter royalty (NSR) of 1.5% on all commodities extracted from the projects. This can be reduced to a 1% NSR by the payment of $500,000 to the Seller. The ASX has confirmed that Listing Rules 11.1.2 and 11.1.3 do not apply to the proposed transaction.""\n- Found \'cash\' on page 20, top: ""Current activities are funded with cash at hand, with a proposed rights issue proposed to fund ongoing exploration and evaluation activity.""\n  - Context: ""to undertake and a comment on how the entity intends to fund that work sampling conducted at Nundle. It is expected that this work will lead to additional exploration such as drilling, mapping, geochemical and geophysical surveys subject to Completion of the Acquisition as detailed in this release. Current activities are funded with cash at hand, with a proposed rights issue proposed to fund ongoing exploration and evaluation activity.""'}"
Blue Bore Project,https://app.mininghub.com/article/81399,ASX:TG1,$0.028,128.13m,"{'cash_payment': '$50,000 (plus GST)', 'keyword_locations': '- Found \'cash\' on page 6, middle: ""Option Fee: Grant of the Option is subject to TechGen paying a total of $50,000 cash (plus GST) to the Vendor (and/or its nominees) (Option Fee).""\n- Found \'payment\' on page 6, top: ""Option Agreement: The Company has signed a Binding Option Agreement with Norman McCleary (McCleary) and Hedron 101 Pty Ltd (ACN 681 957 157) (Hedron) (an entity associated with McCleary) (together, the Vendor) pursuant to which TechGen will be granted an exclusive option to acquire an 80% legal and beneficial interest in Exploration Licences EL33313 – 33318 (Tenements) (and the associated mineral rights and mining information) (Assets) (Option) upon payment of a total option fee of $50,000 (Option Agreement).""\n- Found \'payment\' on page 6, middle: ""Option Fee: Grant of the Option is subject to TechGen paying a total of $50,000 cash (plus GST) to the Vendor (and/or its nominees) (Option Fee).""\n- Found \'payment\' on page 6, middle: ""Option Period: Subject to TechGen paying the Option Fee, the Vendor grants TechGen the Option from the date of payment of the total Option Fee until the date that is four (4) years from this date (Option Period).""\n- Found \'payment\' on page 6, bottom: ""No further consideration is payable by TechGen upon exercise of the Option. The only consideration payable under the Option Agreement is the Option Fee.""'}"
Bogong Project,https://app.mininghub.com/article/77716,ASX:IMI,$0.009,118.75m,
Bonnie Vale Project,https://app.mininghub.com/article/98360,ASX:FRS,$0.078,161.79m,"{'cash_payment': '$100,000', 'keyword_locations': '- Found \'cash\' on page 1, middle of page: ""Payment of $100,000 cash upon exercise.""\n  - Context:\n    - Before: ""o Deferral of the $1.1m share consideration payable up until May 2026.""\n    - After: ""\uf0b7 The option covers 2 project areas (~210km2 in area): Bonnie Vale (E15/1632 & E15/1534) and Breakaway Dam (E29/1036 & E29/1037).""\n- Found \'payment\' on page 1, middle of page: ""Payment of $100,000 cash upon exercise.""\n  - Context:\n    - Before: ""o Deferral of the $1.1m share consideration payable up until May 2026.""\n    - After: ""\uf0b7 The option covers 2 project areas (~210km2 in area): Bonnie Vale (E15/1632 & E15/1534) and Breakaway Dam (E29/1036 & E29/1037).""'}"
Briggs Project,https://app.mininghub.com/article/65368,ASX:ALM,$0.004,1.11b,
Broken Hill East Project,https://app.mininghub.com/article/90419,ASX:IPT,$0.006,2.86b,
Bukkulla Project,https://app.mininghub.com/article/86713,ASX:TMG,$0.066,923.87m,
Bullabulling Project,https://app.mininghub.com/article/98825,ASX:MI6,$0.13,234m,"{'cash_payment': 'A$156.5 million', 'keyword_locations': '- Found \'cash\' on page 4, middle: ""$156.5 million cash consideration¹ and $10.0 million scrip consideration (with the number of fully paid ordinary shares being issued based on the issue price used for the proposed equity raise).""\n  - Context before: ""Minerals 260 Limited (ASX:MI6) to acquire 100% of the Bullabulling Gold Project (Project) and surrounding exploration ground from Norton Gold Fields Pty Ltd, a subsidiary of Zijin Mining Group Co., Ltd. (Proposed Transaction), for total consideration of $166.5 million comprising:""\n  - Context after: ""With a JORC 2012 RPEEE2 reportable Mineral Resource estimate of 60Mt @ 1.2g/t Au for 2.3Moz³, Bullabulling is one of Australia\'s largest open pittable near-term production gold resources.""\n- Found \'paid\' (related to payment) on page 4, bottom (footnote 1): ""MI6 has paid a deposit of A$2.0 million upon signing the Proposed Transaction;""\n  - Context before: (This is a footnote, so no preceding sentence in the main body)\n  - Context after: ""2 Reasonable Prospects For Eventual Economic Extraction (RPEEE); 3 Bullabulling Mineral Resource Estimate, refer Mi6 ASX Announcement 14 January 2025. 0.5g/t Au cut-off grade. Tonnages, grades and ounces have been rounded to two significant figures to reflect the relative uncertainty of the estimate. Refer to the attached appendix for details on confidence categories.""\n- Found \'Acquisition cost\' (related to payment) on page 15, middle: ""Acquisition cost of A$74/oz for 2.3Moz, exceptional value for an asset of this scale, location, stage of development and quality""\n  - Context before: ""Numerous highly prospective exploration targets located at depth and along strike, supporting the plan to grow the Bullabulling mineral resource with an 80,000-metre drilling program""\n  - Context after: ""De-risked – previously operational, significant drilling and metallurgical work, granted mining leases and Native Title Land Use Agreement""\n- Found \'Cash\' on page 17, middle: ""$9.9m""\n  - Context before: ""Market Capitalisation c.$30m At 13 cps¹""\n  - Context after: ""At 30 September 2024""'}"
